qd1,qd2,phrase1,phrase2,label
21259,21260,suppose usual medal,never sent,1
21261,21262,one time whop big dinner prince wale card say medal worn,naturally medal stop tailor impressed invitation thought good piece business say get fix medal,1
21263,21264,say medal sir,say oh medal,1
21265,21266,give medal,say medal sir,1
21267,21268,say know,think spent time reading bloody gazette,1
21269,21270,give good lot,pick,1
21271,21272,get medal know miniature medal hand box put pocket forgot,well go dinner night shot henry wilson prince nt come king nt come one wore medal cove busy take medal mine pocket,1
21273,21274,stop u laugh,perhaps nt tell right,1
21275,21276,nt say brett,matter,1
21277,21278,laugh,ah yes say mike,1
21279,21280,know,damn dull dinner could nt stick left,1
21281,21282,later even found box pocket,say,1
21283,21284,medal,bloody military medal,1
21285,21286,cut know put give around,give one girl,1
21287,21288,form souvenir,thought hell shake soldier,1
21289,21290,give away medal night club,dash fellow,1
21291,21292,tell rest brett say,nt think funny,1
21293,21294,mike ask,laugh,1
21295,21296,swear,rate tailor write want medal back,1
21297,21298,sent man around,kept write month,1
21299,21300,seem chap left clean,frightfully military cove,1
21301,21302,set hell store,mike pause,1
21303,21304,rotten luck tailor say,nt mean bill say,1
21305,21306,think would grand tailor,frightfully good tailor,1
21307,21308,never believe see mike say,use pay hundred pound year keep quiet,1
21309,21310,would nt send bill,frightful blow go bankrupt,1
21311,21312,right medal,give letter rather bitter tone,1
21313,21314,go bankrupt,bill ask,1
21315,21316,two way mike say,gradually suddenly,1
21317,21318,brought,friend say mike,1
21319,21320,lot friend,false friend,1
21321,21322,creditor,probably creditor anybody england,1
21323,21324,tell court brett say,nt remember mike say,1
21325,21326,little tight,tight,1
21327,21328,brett exclaim,blind,1
21329,21330,extraordinary thing mike say,met former partner day,1
21331,21332,offer buy drink,tell learn counsel brett say,1
21333,21334,mike say,learn counsel blind,1
21335,21336,say gloomy subject,go see bull unloaded,1
21337,21338,let go,call waiter paid start walk town,1
21339,21340,start walk brett robert cohn come join side,three u walk along past ayuntamiento banner hung balcony past market past steep street lead bridge across arga,1
21341,21342,many people walk go see bull carriage drove hill across bridge driver horse whip rise walk people street,across bridge turn road corral,1
21343,21344,pass wineshop sign window good wine centime liter,go fund get low brett say,1
21345,21346,woman stand door wineshop look u pass,call one house three girl come window star,1
21347,21348,star brett,gate corral two men take ticket people go,1
21349,21350,go gate,tree inside iow stone house,1
21351,21352,far end stone wall corral aperture stone like loopholes run along face corral,ladder lead top wall people climb ladder spread stand wall separate two corral,1
21353,21354,come ladder walk across grass tree pass big gray paint cage bull,one bull travellingbox,1
21355,21356,come train bullbreeding ranch castile unloaded flatcars station brought let cage corral,cage stencil name brand bullbreeder,1
21357,21358,climbed found place wall look corral,stone wall whitewash straw ground wooden feedboxes watertroughs set wall,1
21359,21360,look say,beyond river rise plateau town,1
21361,21362,along old wall rampart people stand,three line fortification make three black line people,1
21363,21364,wall head window house,far end plateau boy climbed tree,1
21365,21366,must think something go happen brett say,want see bull,1
21367,21368,mike bill wall across pit corral,wave u,1
21369,21370,people come late stand behind u press u people crowd,nt start,1
21371,21372,robert cohn ask,single mule hitch one cage drag gate corral wall,1
21373,21374,men shove lift crowbar position gate,men stand wall ready pull gate corral gate cage,1
21375,21376,end corral gate open two steer come sway head trot lean flank swing,stood together far end head toward gate bull would enter,1
21377,21378,nt look happy brett say,men top wall lean back pull door corral,1
21379,21380,pull door cage,lean way wall try see cage,1
21381,21382,dark,one rapped cage iron bar,1
21383,21384,inside something seem explode,bull strike wood side side horn make great noise,1
21385,21386,saw dark muzzle shadow horn clatter wood hollow box bull charge come corral skid forefoot straw stop head great hump muscle neck swollen tight body muscle quiver look crowd stone wall,two steer back away wall head sunken eye watch bull,1
21387,21388,bull saw charge,man shout behind one box slap hat plank bull reach steer turn gather charge man try reach behind plank halfdozen quick search drive right horn,1
21389,21390,god nt beautiful,brett say,1
21391,21392,look right,look know use horn say,1
21393,21394,get left right like boxer,really,1
21395,21396,watch,go fast,1
21397,21398,wait,another one minute,1
21399,21400,back another cage entrance,far corner man behind one plank shelter attract bull bull face away gate pull second bull come corral,1
21401,21402,charge straight steer two men ran behind plank shout turn,change direction men shout hah,1
21403,21404,hah,toro,1
21405,21406,wave arm two steer turn sideways take shock bull drove one steer,nt look say brett,1
21407,21408,watch fascinate,fine say,1
21409,21410,nt buck,saw say,1
21411,21412,saw shift left right horn,damn good,1
21413,21414,steer neck stretch head twist lay way fall,suddenly bull left make steer stand far end head swing watch,1
21415,21416,steer ran awkwardly bull caught hooked lightly flank turn away look crowd wall crest muscle rise,steer come make though nose bull hooked perfunctorily,1
21417,21418,next time nose steer two trot bull,next bull come three two bull steer stood together head side side horn newcomer,1
21419,21420,minute steer picked new bull quiet make one herd,last two bull unloaded herd together,1
21421,21422,steer gore gotten foot stood stone wall,none bull come near attempt join herd,1
21423,21424,climbed wall crowd last look bull loophole wall corral,quiet head,1
21425,21426,get carriage outside rode café,mike bill come half hour later,1
21427,21428,stop way several drink,sit café,1
21429,21430,extraordinary business brett say,last one fight well first,1
21431,21432,robert cohn ask,seem quiet awfully fast,1
21433,21434,know say,dangerous alone two three together,1
21435,21436,mean dangerous,bill say,1
21437,21438,look dangerous,want kill alone,1
21439,21440,course go probably detach one herd dangerous,complicate bill say,1
21441,21442,nt ever detach herd mike,say mike say fine bull nt,1
21443,21444,see horn,say brett,1
21445,21446,idea like,see one hit steer,1
21447,21448,mike ask,extraordinary,1
21449,21450,life steer robert cohn say,nt think,1
21451,21452,mike say,would thought love steer robert,1
21453,21454,mean mike,lead quiet life,1
21455,21456,never say anything always hang,embarrass,1
21457,21458,bill laugh,robert cohn angry,1
21459,21460,mike go talk,think love,1
21461,21462,never say word,come robert,1
21463,21464,say something,nt sit,1
21465,21466,say something mike,nt remember,1
21467,21468,steer,oh say something,1
21469,21470,say something funny,ca nt see good time,1
21471,21472,come michael,drunk brett say,1
21473,21474,drunk,quite serious,1
21475,21476,robert cohn go follow brett around like steer time,shut michael,1
21477,21478,try show little breeding,breeding damn,1
21479,21480,breeding anyway except bull,nt bull lovely,1
21481,21482,nt like bill,nt say something robert,1
21483,21484,nt sit look like bloody funeral,brett sleep,1
21485,21486,slept lot well people,shut cohn say,1
21487,21488,stood,shut mike,1
21489,21490,oh nt stand act though go hit,wo nt make difference,1
21491,21492,tell robert,follow brett around like poor bloody steer,1
21493,21494,nt know want,know want,1
21495,21496,nt know want,come san sebastian nt want follow brett around like bloody steer,1
21497,21498,think right,shut,1
21499,21500,drunk,perhaps drunk,1
21501,21502,nt drunk,nt ever get drunk robert,1
21503,21504,know nt good time san sebastian none friend would invite party,ca nt blame hardly,1
21505,21506,ask,would nt,1
21507,21508,ca nt blame,answer,1
21509,21510,blame,go hell mike,1
21511,21512,ca nt blame,blame,1
21513,21514,follow brett around,nt manner,1
21515,21516,think make feel,splendid one talk manner brett say,1
21517,21518,lovely manner,come robert bill say,1
21519,21520,follow around,bill stood take hold cohn,1
21521,21522,nt go mike say,robert cohn go buy drink,1
21523,21524,bill go cohn,cohn face sallow,1
21525,21526,mike go talk,sat listen,1
21527,21528,brett look disgust,say michael might bloody interrupt,1
21529,21530,say right know,turn,1
21531,21532,emotion left mike voice,friend together,1
21533,21534,damn drunk sound say,know brett say,1
21535,21536,none u sober say,nt say anything nt mean,1
21537,21538,put badly brett laugh,though,1
21539,21540,come san sebastian damn well nt want,hung around brett look,1
21541,21542,make damn well sick,behave badly brett say,1
21543,21544,mark,brett affair men,1
21545,21546,tell everything,give chap cohn letter read,1
21547,21548,would nt read,damn noble,1
21549,21550,listen jake,brett go men,1
21551,21552,nt ever jew nt come hang afterward,damn good chap brett say,1
21553,21554,rot talk,michael understand,1
21555,21556,give robert cohn letter,would nt read,1
21557,21558,would nt read letter darling,would nt read mine,1
21559,21560,ca nt read letter mike say,funny nt,1
21561,21562,ca nt read anything,wrong,1
21563,21564,read quite bit,read home,1
21565,21566,write next brett say,come michael,1
21567,21568,buck,get go thing,1
21569,21570,nt spoil fiesta,well let behave,1
21571,21572,behave,tell,1
21573,21574,tell jake,tell either must behave get,1
21575,21576,yes say would nice tell,look brett,1
21577,21578,tell jake robert call,perfect know,1
21579,21580,oh,ca nt,1
21581,21582,go,friend,1
21583,21584,nt friend jake,ca nt tell,1
21585,21586,ridiculous,tell,1
21587,21588,wo nt michael,nt,1
21589,21590,call circe mike say,claim turn men swine,1
21591,21592,damn good,wish one literary chap,1
21593,21594,good know brett say,writes good letter,1
21595,21596,know say,write san sebastian,1
21597,21598,nothing brett say,write damn amuse letter,1
21599,21600,make write,suppose ill,1
21601,21602,damn well,come say must go eat,1
21603,21604,meet cohn,mike say,1
21605,21606,act though nothing happen,quite right mike say,1
21607,21608,embarrass,say anything say tight,1
21609,21610,quite,funny thing think tight,1
21611,21612,come brett say,poisonous thing paid,1
21613,21614,must bathe dinner,walk across square,1
21615,21616,dark around square light cafés arcade,walk across gravel tree hotel,1
21617,21618,go upstairs stop speak montoya,well like bull,1
21619,21620,ask,good,1
21621,21622,nice bull,right shook good,1
21623,21624,nt like,nt know,1
21625,21626,nt give feel good,know mean,1
21627,21628,right,yes,1
21629,21630,right,friend like,1
21631,21632,fine,good montoya say,1
21633,21634,go upstairs,bill room stand balcony look square,1
21635,21636,stood beside,cohn,1
21637,21638,upstairs room,feel,1
21639,21640,like hell naturally,mike awful,1
21641,21642,terrible tight,nt tight,1
21643,21644,hell nt,know come café,1
21645,21646,sober afterward,good,1
21647,21648,terrible,nt like cohn god know think silly trick go san sebastian nobody business talk like mike,1
21649,21650,like bull,grand,1
21651,21652,grand way bring,tomorrow come miuras,1
21653,21654,fiesta start,day tomorrow,1
21655,21656,get keep mike get tight,kind stuff terrible,1
21657,21658,well get clean supper,yes,1
21659,21660,pleasant meal,wo nt,1
21661,21662,matter fact supper pleasant meal,brett wore black sleeveless even dress,1
21663,21664,look quite beautiful,mike act though nothing happen,1
21665,21666,go bring robert cohn,reserve formal face still taut sallow cheer finally,1
21667,21668,could stop look brett,seem make happy,1
21669,21670,must pleasant see look lovely know away every one knew,could take away,1
21671,21672,bill funny,michael,1
21673,21674,good together,like certain dinner remember war,1
21675,21676,much wine ignore tension feel thing come could prevent happen,wine lose disgust feel happy,1
21677,21678,seem nice people,remember undress put bathrobe stand balcony,1
21679,21680,knew quite drunk come put light head bed start read,reading book turgenieff,1
21681,21682,probably read two page several time,one story sportsman sketch,1
21683,21684,read seem quite new,country become clear feel pressure head seem loosen,1
21685,21686,drunk want shut eye room would go round round,kept reading feel would pas,1
21687,21688,heard brett robert cohn come stair,cohn say good night outside door go room,1
21689,21690,heard brett go room next door,mike already bed,1
21691,21692,come hour,woke come talk together,1
21693,21694,heard laugh,turn light try go sleep,1
21695,21696,necessary read,could shut eye without get wheel sensation,1
21697,21698,could sleep,reason dark look thing differently light,1
21699,21700,hell nt,figure six month never slept electric light,1
21701,21702,another bright idea,hell woman anyway,1
21703,21704,hell brett ashley,woman make swell friend,1
21705,21706,awfully swell,first place love woman basis friendship,1
21707,21708,brett friend,think side,1
21709,21710,get something nothing,delayed presentation bill,1
21711,21712,bill always come,one swell thing could count,1
21713,21714,thought paid everything,like woman pay pay pay,1
21715,21716,idea retribution punishment,exchange value,1
21717,21718,give something get something else,work something,1
21719,21720,paid way everything good,paid way enough thing like good time,1
21721,21722,either paid learn experience take chance money,enjoy living learn get money worth know,1
21723,21724,could get money worth,world good place buy,1
21725,21726,seem like fine philosophy,five year thought seem silly fine philosophy,1
21727,21728,perhaps nt true though,perhaps go along learn something,1
21729,21730,care,want know live,1
21731,21732,maybe found live learn,wish mike would behave terribly cohn though,1
21733,21734,mike bad drunk,brett good drunk,1
21735,21736,bill good drunk,cohn never drunk,1
21737,21738,mike unpleasant pass certain point,like see hurt cohn,1
21739,21740,wish would though afterward make disgust,morality thing make disgust afterward,1
21741,21742,must immorality,large statement,1
21743,21744,lot bilge could think night,rot could hear brett say,1
21745,21746,rot,english get habit use english expression think,1
21747,21748,english spoken upper class word eskimo,course nt know anything eskimo,1
21749,21750,maybe eskimo fine language,say cherokee,1
21751,21752,nt know anything cherokee either,english talk inflect phrase,1
21753,21754,one phrase mean everything,like though,1
21755,21756,like way talk,take harris,1
21757,21758,still harris upper class,turn light read,1
21759,21760,read turgenieff,knew reading oversensitized state mind much much brandy would remember somewhere afterward would seem though really happen,1
21761,21762,would always,another good thing paid,1
21763,21764,time along toward daylight go sleep,next two day pamplona quiet row,1
21765,21766,town get ready fiesta,workman put gateposts shut side street bull release corral come run street morning way ring,1
21767,21768,workman dug hole fit timber timber numbered regular place,plateau beyond town employee bullring exercise picador horse gallop stifflegged hard sunbaked field behind bullring,1
21769,21770,big gate bullring open inside amphitheatre swept,ring roll sprinkle carpenter replace weaken crack plank barrera,1
21771,21772,stand edge smooth roll sand could look empty stand see old woman sweep box,outside fence lead last street town entrance bullring already place make long pen crowd would come run bull behind morning day first bullfight,1
21773,21774,across plain horse cattle fair would gypsy camped tree,wine aguardiente seller put booth,1
21775,21776,one booth advertised ani del toro,cloth sign hung plank hot sun,1
21777,21778,big square centre town change yet,sat white wicker chair terrasse café watch motorbus come unload peasant country come market watch bus fill start peasant sit saddlebags full thing bought town,1
21779,21780,tall gray motorbuses life square except pigeon man hose sprinkle gravel square water street,even paseo,1
21781,21782,hour dinner every one goodlooking girl officer garrison fashionable people town walk street one side square café table fill regular afterdinner crowd,morning usually sat café read madrid paper walk town country,1
21783,21784,sometimes bill go along,sometimes write room,1
21785,21786,robert cohn spent morning study spanish try get shave barbershop,brett mike never get noon,1
21787,21788,vermouth café,quiet life one drunk,1
21789,21790,go church couple time brett,say want hear go confession told impossible interest sound besides would language know,1
21791,21792,met cohn come church although obvious follow u yet pleasant nice three go walk gypsy camp brett fortune told,good morning high white cloud mountain,1
21793,21794,rain little night fresh cool plateau wonderful view,felt good felt healthy felt quite friendly cohn,1
21795,21796,could upset anything day like,last day fiesta,1
21797,21798,way describe,people come day country assimilate town notice,1
21799,21800,square quiet hot sun day,peasant outlying wineshops,1
21801,21802,drinking get ready fiesta,come recently plain hill necessary make shift value gradually,1
21803,21804,could start pay café price,get money worth wineshops,1
21805,21806,money still definite value hour work bushel grain sell,late fiesta would matter paid bought,1
21807,21808,day start fiesta san fermin wineshops narrow street town since early morning,go street morning way mass cathedral heard sing open door shop,1
21809,21810,warm,many people eleven oclock mass,1
21811,21812,san fermin also religious festival,walk hill cathedral street café square,1
21813,21814,little noon,robert cohn bill sit one table,1
21815,21816,marbletopped table white wicker chair go,replace castiron table severe fold chair,1
21817,21818,café like battleship strip action,today waiter leave alone morning read without ask want order something,1
21819,21820,waiter come soon sat,drinking,1
21821,21822,ask bill robert,sherry cohn say,1
21823,21824,jerez say waiter,waiter brought sherry rocket announce fiesta go square,1
21825,21826,burst gray ball smoke high theatre gayarre across side plaza,ball smoke hung sky like shrapnel burst watch another rocket come trickle smoke bright sunlight,1
21827,21828,saw bright flash burst another little cloud smoke appear,time second rocket burst many people arcade empty minute waiter hold bottle high head could hardly get crowd table,1
21829,21830,people come square side street heard pipe fife drum come,play riauriau music pipe shrill drum pound behind come men boy dance,1
21831,21832,fifers stop crouch street reedpipes fife shrill flat dry hollow drum tapped go air dance,crowd saw head shoulder dancer go,1
21833,21834,square man bent play reedpipe crowd child follow shout pull clothes,come square child follow piped past café side street,1
21835,21836,saw blank pockmarked face go pip child close behind shout pull,must village idiot bill say,1
21837,21838,god,look,1
21839,21840,street come dancer,street solid dancer men,1
21841,21842,dance time behind fifers drummer,club sort wore workman blue smock red handkerchief around neck carry great banner two pole,1
21843,21844,banner dance come surround crowd,hurray wine,1
21845,21846,hurray foreigner,paint banner,1
21847,21848,foreigner,robert cohn ask,1
21849,21850,foreigner bill say,time rocket go,1
21851,21852,café table full,square empty people crowd fill cafés,1
21853,21854,brett mike,bill ask,1
21855,21856,go get cohn say,bring,1
21857,21858,fiesta really start,kept day night seven day,1
21859,21860,dance kept drinking kept noise go,thing happen could happen fiesta,1
21861,21862,everything become quite unreal finally seem though nothing could consequence,seem place think consequence fiesta,1
21863,21864,fiesta feel even quiet shout remark make heard,feel action,1
21865,21866,fiesta go seven day,afternoon big religious procession,1
21867,21868,san fermin translate one church another,procession dignitary civil religious,1
21869,21870,could see crowd great,ahead formal procession behind dance riauriau dancer,1
21871,21872,one mass yellow shirt dance crowd,could see procession closely press people crowd side street curb great giant cigarstore indian thirty foot high moor king queen whirl waltz solemnly riauriau,1
21873,21874,stand outside chapel san fermin dignitary pass leave guard soldier giant men dance stand beside rest frame dwarf move whack bladder crowd,start inside smell incense people filing back church brett stop inside door hat go along street ran back chapel town,1
21875,21876,street line side people keep place curb return procession,dancer form circle around brett start dance,1
21877,21878,wore big wreath white garlic around neck,take bill arm put u circle,1
21879,21880,bill start dance,chant,1
21881,21882,brett want dance want,want image dance around,1
21883,21884,song end sharp riauriau,rush u wineshop,1
21885,21886,stood counter,brett seat winecask,1
21887,21888,dark wineshop full men sing hardvoiced sing,back counter drew wine cask,1
21889,21890,put money wine one men picked put back pocket,want leather winebottle bill say,1
21891,21892,place street say,go get couple,1
21893,21894,dancer want go,three sit high winecask beside brett teach drink wineskins,1
21895,21896,hung wreath garlic around neck,one insist give glass,1
21897,21898,somebody teach bill song,sing ear,1
21899,21900,beating time bill back,explain would back,1
21901,21902,outside street go street look shop make leather winebottles,crowd packed sidewalk many shop shutter could find,1
21903,21904,walk far church look side street,ask man take arm lead,1
21905,21906,shutter door open,inside smell fresh tan leather hot tar,1
21907,21908,man stencil complete wineskins,hung roof bunch,1
21909,21910,take one blew screw nozzle tight jumped,see,1
21911,21912,nt leak,want another one,1
21913,21914,big one,take big one would hold gallon roof,1
21915,21916,blew cheek puff ahead wineskin stood bota hold chair,go,1
21917,21918,sell bayonne,drink,1
21919,21920,slap back,good man,1
21921,21922,eight peseta two,low price,1
21923,21924,man stencil new one toss pile stop,true say,1
21925,21926,eight peseta cheap,paid go along street back wineshop,1
21927,21928,darker ever inside crowd,see brett bill one say back room,1
21929,21930,counter girl fill two wineskins,one held two litre,1
21931,21932,held five litre,fill cost three peseta sixty centimo,1
21933,21934,one counter never see try pay wine finally paid,man want pay bought drink,1
21935,21936,would let buy one return say would take rinse mouth new winebag,tipped big fivelitre bag squeeze wine hiss back throat,1
21937,21938,right say hand back bag,back room brett bill sit barrel surround dancer,1
21939,21940,everybody arm everybody else shoulder sing,mike sit table several men shirtsleeves eat bowl tuna fish chopped onion vinegar,1
21941,21942,drinking wine mop oil vinegar piece bread,hello jake,1
21943,21944,hello,mike call,1
21945,21946,come,want meet friend,1
21947,21948,hors doeuvre,introduce people table,1
21949,21950,supply name mike sent fork,stop eat dinner michael brett shout winebarrels,1
21951,21952,nt want eat meal say one hand fork,eat say,1
21953,21954,think,unscrewed nozzle big winebottle hand around,1
21955,21956,every one take drink tip wineskin arm length,outside sing could hear music procession go,1
21957,21958,nt procession,mike ask,1
21959,21960,nada one say,nothing,1
21961,21962,drink,lift bottle,1
21963,21964,find,ask mike,1
21965,21966,one brought mike say,say,1
21967,21968,cohn,pass brett call,1
21969,21970,put away somewhere,nt know,1
21971,21972,know bill say,think dead,1
21973,21974,dead mike say,know dead,1
21975,21976,pass ani del mono,say ani del mono one men table look brought bottle inside smock hand,1
21977,21978,say,thanks,1
21979,21980,yes,yes,1
21981,21982,arriba,bottle,1
21983,21984,take drink,taste licorice warm way,1
21985,21986,could feel warm stomach,hell cohn,1
21987,21988,nt know mike say,ask,1
21989,21990,drunken comrade,ask spanish,1
21991,21992,want see,yes say,1
21993,21994,say mike,gent,1
21995,21996,ani del mono man wipe mouth stood,come,1
21997,21998,back room robert cohn sleep quietly winecasks,almost dark see face,1
21999,22000,cover coat another coat fold head,around neck chest big wreath twist garlic,1
22001,22002,let sleep man whisper,right,1
22003,22004,two hour later cohn appear,come front room still wreath garlic around neck,1
22005,22006,spaniard shout come,cohn wipe eye grin,1
22007,22008,must sleep say,oh brett say,1
22009,22010,dead bill say,nt go go supper,1
22011,22012,cohn ask,want eat,1
22013,22014,yes,hungry,1
22015,22016,eat garlic robert mike say,say,1
22017,22018,eat garlic,cohn stood,1
22019,22020,sleep make quite right,let go eat brett say,1
22021,22022,must get bath,come bill say,1
22023,22024,let translate brett hotel,say goodbye many people shook hand many people go,1
22025,22026,outside dark,time suppose,1
22027,22028,cohn ask,tomorrow mike say,1
22029,22030,asleep two day,say cohn time,1
22031,22032,ten oclock,lot drunk,1
22033,22034,mean lot drunk,go sleep,1
22035,22036,go dark street hotel saw skyrocket go square,side street lead square saw square solid people centre dance,1
22037,22038,big meal hotel,first meal price double fiesta several new course,1
22039,22040,dinner town,remember resolve would stay night watch bull go street six oclock morning sleepy go bed around four oclock,1
22041,22042,others stayed,room lock could find key go upstairs slept one bed cohn room,1
22043,22044,fiesta go outside night sleepy keep awake,woke sound rocket explode announce release bull corral edge town,1
22045,22046,would race street bullring,sleep heavily woke feel late,1
22047,22048,put coat cohn go balcony,narrow street empty,1
22049,22050,balcony crowd people,suddenly crowd come street,1
22051,22052,run packed close together,pass along street toward bullring behind come men run faster straggler really run,1
22053,22054,behind little bare space bull gallop toss head,go sight around corner,1
22055,22056,one man fell roll gutter lay quiet,bull go right notice,1
22057,22058,run together,go sight great roar come bullring,1
22059,22060,kept,finally pop rocket meant bull gotten people ring corral,1
22061,22062,go back room get bed,stand stone balcony bare foot,1
22063,22064,knew crowd must bullring,back bed go sleep,1
22065,22066,cohn woke come,start undress go close window people balcony house across street look,1
22067,22068,see show,ask,1
22069,22070,yes,anybody get hurt,1
22071,22072,one bull get crowd ring toss six eight people,brett like,1
22073,22074,sudden nt time bother anybody,wish,1
22075,22076,nt know,go room lock,1
22077,22078,stay,dance club,1
22079,22080,get sleepy say,gosh,1
22081,22082,sleepy cohn say,nt thing ever stop,1
22083,22084,week,bill open door put head,1
22085,22086,jake,saw go balcony,1
22087,22088,grand,go,1
22089,22090,sleep,one noon,1
22091,22092,ate table set arcade,town full people,1
22093,22094,wait table,lunch go irufla,1
22095,22096,fill time bullfight come get fuller table crowd closer,close crowd hum come every day bullfight,1
22097,22098,café make noise time matter crowd,hum go part,1
22099,22100,take six seat fight,three barreras first row ringside three sobrepuertos seat wooden back halfway amphitheatre,1
22101,22102,mike thought brett best sit high first time cohn want sit,bill go sit barreras give extra ticket waiter sell,1
22103,22104,bill say something cohn look would mind horse,bill see one season bullfights,1
22105,22106,worried stand,afraid may bore cohn say,1
22107,22108,think,nt look horse bull hit say brett,1
22109,22110,watch charge see picador try keep bull nt look horse dead hit,little nervy brett say,1
22111,22112,worried whether able go right,right,1
22113,22114,nothing horse part bother minute bull,nt watch bad,1
22115,22116,right mike say,look,1
22117,22118,nt think bore bill say,go hotel get glass wineskin say,1
22119,22120,see back,nt get cockeyed,1
22121,22122,come along bill say,brett smile u,1
22123,22124,walk around arcade avoid heat square,cohn get bill say,1
22125,22126,get jewish superiority strong think emotion get fight bore,watch glass say,1
22127,22128,oh hell,spends lot time,1
22129,22130,want stay,hotel stair met montoya,1
22131,22132,come say montoya,want meet pedro romero,1
22133,22134,fine say bill,let go see,1
22135,22136,follow montoya flight corridor,room number eight montoya explain,1
22137,22138,get dress bullfight,montoya knock door open,1
22139,22140,gloomy room little light come window narrow street,two bed separate monastic partition,1
22141,22142,electric light,boy stood straight unsmiling bullfighting clothes,1
22143,22144,jacket hung back chair,finish wind sash,1
22145,22146,black hair shone electric light,wore white linen shirt swordhandler finish sash stood step back,1
22147,22148,pedro romero nod seem far away dignify shook hand,montoya say something great aficionado want wish luck,1
22149,22150,romero listen seriously,turn,1
22151,22152,bestlooking boy ever see,go bullfight say english,1
22153,22154,know english say feel like idiot,answer smile,1
22155,22156,one three men sit bed come ask u spoke french,would like interpret,1
22157,22158,anything would like ask pedro romero,thanked,1
22159,22160,would like ask,boy nineteen year old alone except swordhandlet three hangeron bullfight commence twenty minute,1
22161,22162,wish mucha suerte shook hand go,stand straight handsome altogether alone room hangeron shut door,1
22163,22164,fine boy nt think,montoya ask,1
22165,22166,goodlooking kid say,look like torero montoya say,1
22167,22168,type,fine boy,1
22169,22170,see ring montoya say,found big leather winebottle lean wall room take fieldglasses lock door go downstairs,1
22171,22172,good bullfight,bill excite pedro romero,1
22173,22174,montoya sit ten place away,romero kill first bull montoya caught eye nod head,1
22175,22176,real one,real one long time,1
22177,22178,two matador one fair passable,comparison romero although neither bull much,1
22179,22180,several time bullfight look mike brett cohn glass,seem right,1
22181,22182,brett look upset,three lean forward concrete rail front,1
22183,22184,let take glass bill say,cohn look bore,1
22185,22186,ask,kike,1
22187,22188,outside ring bullfight could move crowd,could make way move whole thing slowly glacier back town,1
22189,22190,disturbed emotional feel always come bullfight feel elation come good bullfight,fiesta go,1
22191,22192,drum pound pipe music shrill everywhere flow crowd broken patch dancer,dancer crowd see intricate play foot,1
22193,22194,saw head shoulder go,finally get crowd make café,1
22195,22196,waiter save chair others order absinthe watch crowd square dancer,suppose dance,1
22197,22198,bill ask,sort jota,1
22199,22200,bill say,dance differently different tune,1
22201,22202,swell dance,front u clear part street company boy dance,1
22203,22204,step intricate face intent concentrate,look dance,1
22205,22206,ropesoled shoe tapped spat pavement,toe touch,1
22207,22208,heel touch,ball foot touch,1
22209,22210,music broke wildly step finish dance street,come gentry bill say,1
22211,22212,cross street,hello men say,1
22213,22214,hello gent,say brett,1
22215,22216,save u seat,nice,1
22217,22218,say mike say romero whatshisname somebody,wrong,1
22219,22220,oh nt lovely brett say,green trouser,1
22221,22222,brett never take eye,say must borrow glass tomorrow,1
22223,22224,go,wonderfully,1
22225,22226,simply perfect,say spectacle,1
22227,22228,horse,could nt help look,1
22229,22230,could nt take eye mike say,extraordinary wench,1
22231,22232,rather awful thing happen brett say,could nt look away though,1
22233,22234,feel right,nt feel badly,1
22235,22236,robert cohn mike put,quite green robert,1
22237,22238,first horse bother cohn say,nt bore,1
22239,22240,ask bill,cohn laugh,1
22241,22242,nt bore,wish forgive,1
22243,22244,right bill say long nt bore,nt look bore mike say,1
22245,22246,thought go sick,never felt bad,1
22247,22248,minute,thought go sick,1
22249,22250,nt bore robert,let mike,1
22251,22252,say sorry say,know,1
22253,22254,positively green,oh shove along michael,1
22255,22256,must nt ever get bore first bullfight robert mike say,might make mess,1
22257,22258,oh shove along michael brett say,say brett sadist mike say,1
22259,22260,brett sadist,lovely healthy wench,1
22261,22262,sadist brett,ask,1
22263,22264,hope,say brett sadist good healthy stomach,1
22265,22266,wo nt healthy long,bill get mike start something else cohn,1
22267,22268,waiter brought absinthe glass,really like,1
22269,22270,bill ask cohn,ca nt say like,1
22271,22272,think wonderful show,gad yes,1
22273,22274,spectacle,brett say,1
22275,22276,wish nt horse part cohn say,important bill say,1
22277,22278,never notice anything disgust,bit strong start brett say,1
22279,22280,dreadful moment bull start horse,bull fine cohn say,1
22281,22282,good mike say,want sit next time,1
22283,22284,brett drank glass absinthe,want see bullfighters close mike say,1
22285,22286,something brett say,romero lad child,1
22287,22288,damn goodlooking boy say,room never saw betterlooking kid,1
22289,22290,old suppose,nineteen twenty,1
22291,22292,imagine,bullfight second day much well first,1
22293,22294,brett sat mike barrera bill cohn go,romero whole show,1
22295,22296,think brett saw bullfighter,one else either except hardshelled technician,1
22297,22298,romero,two matador count,1
22299,22300,sat beside brett explain brett,told watch bull horse bull charge picador get watch picador place point pic saw become something go definite end less spectacle unexplained horror,1
22301,22302,watch romero take bull away fall horse cape held cape turn smoothly suavely never waste bull,saw romero avoid every brusque movement save bull last want wind discompose smoothly worn,1
22303,22304,saw close romero always work bull point trick bullfighters use make look though work closely,saw like romero capework like others,1
22305,22306,romero never make contortion always straight pure natural line,others twist like corkscrew elbow raise lean flank bull horn pass give fake look danger,1
